date,co2,humidity,light,pir,temperature
2013-08-31 12:07:01,340.0,59.04,19.0,0.0,22.22
2013-08-31 12:19:01,343.0,59.04,18.0,0.0,22.2
2013-08-31 12:30:25,331.0,59.07,17.0,0.0,22.18
2013-08-31 12:42:44,335.0,59.13,18.0,0.0,22.14
2013-08-31 12:55:10,323.0,59.16,17.0,0.0,22.11
2013-08-31 13:08:20,344.0,59.28,18.0,0.0,22.09
2013-08-31 13:20:45,348.0,59.31,18.0,0.0,22.05
2013-08-31 13:43:25,327.0,59.43,21.0,0.0,22.05
2013-08-31 13:54:59,333.0,59.61,27.0,0.0,22.04
2013-08-31 14:07:13,347.0,59.77,36.0,0.0,22.04
2013-08-31 14:19:33,339.0,59.74,49.0,0.0,22.04
2013-08-31 14:44:00,343.0,59.71,63.0,0.0,22.05
2013-08-31 15:09:02,337.0,59.65,119.0,0.0,22.02
2013-08-31 15:21:13,360.0,59.52,122.0,0.0,22.04
2013-08-31 15:33:15,347.0,59.46,96.0,0.0,22.07
2013-08-31 15:56:26,343.0,59.37,120.0,0.0,22.1
2013-08-31 16:44:23,335.0,58.97,164.0,0.0,22.13
2013-08-31 17:21:29,327.0,58.97,182.0,0.0,22.16
2013-08-31 17:34:11,344.0,59.07,187.0,0.0,22.18
2013-08-31 17:46:20,320.0,59.1,190.0,0.0,22.18
