Date,C02,Energy,RAT
2018-04-15 00:00:00+00:00,463.265771749416,13.147022332506204,16.383683433603707
2018-04-22 00:00:00+00:00,462.5053645512372,16.21359030399364,16.39141166506244
2018-04-29 00:00:00+00:00,455.47110556950645,13.248214285714285,18.5871288186974
2018-05-06 00:00:00+00:00,457.9942397889637,11.069742063492063,19.789891371840522
2018-05-13 00:00:00+00:00,445.2634520121983,12.04404761904762,20.373972681212045
2018-05-20 00:00:00+00:00,446.5968977913024,14.20267857142857,20.250539299041506
2018-05-27 00:00:00+00:00,445.3995721881084,15.050478513792456,19.23095551331689
2018-06-03 00:00:00+00:00,458.2914420903495,12.648321477598902,20.26717017233394
2018-06-10 00:00:00+00:00,454.3551604225522,12.383134920634921,20.447564391484335
2018-06-17 00:00:00+00:00,552.8681263726855,16.084027777777777,21.78423761242912
2018-06-24 00:00:00+00:00,462.8625754553174,12.448809523809524,21.207329727543726
2018-07-01 00:00:00+00:00,461.58313230229504,5.455645961500298,21.325115734917183
2018-07-08 00:00:00+00:00,454.79464335668655,0.0,21.33270950525526
2018-07-15 00:00:00+00:00,457.79821645137633,0.0,22.428525777786934
2018-07-22 00:00:00+00:00,432.2290088280112,0.0,24.980117328855243
2018-07-29 00:00:00+00:00,430.3350438799177,0.0,21.782066402548836
2018-08-05 00:00:00+00:00,439.89090051516627,0.0,21.295683760660985
2018-08-12 00:00:00+00:00,412.664794554625,0.0,22.059666276153035
2018-08-26 00:00:00+00:00,422.4532635352155,0.0,21.913560779504472
2018-09-02 00:00:00+00:00,431.6810480178349,0.0,21.74653906746516
2018-09-09 00:00:00+00:00,519.2697113884819,0.0,21.861957807200294
2018-09-16 00:00:00+00:00,598.2468319090586,0.0,21.88166258921699
2018-09-23 00:00:00+00:00,590.6825792463999,20.11636904761905,22.046748255926467
2018-09-30 00:00:00+00:00,614.7141674072024,244.73224206349207,20.245932467967744
2018-10-07 00:00:00+00:00,695.5693646050692,186.3514237523564,19.634891757913994
2018-10-14 00:00:00+00:00,693.4646138236636,87.90198412698413,18.271712523604197
2018-10-21 00:00:00+00:00,718.9177663148141,151.57882726460957,18.567540284103906
2018-10-28 00:00:00+00:00,656.4033565945095,323.6690476190476,20.123995734585655
2018-11-04 00:00:00+00:00,696.1103715819507,249.69064510806797,19.586067793216273
2018-11-18 00:00:00+00:00,615.1227626894049,195.23295903843112,19.681842177422876
2018-11-25 00:00:00+00:00,800.8183249408731,9.517915632754342,21.187268782016954
2018-12-02 00:00:00+00:00,650.8592057072408,53.29502828222685,20.64885673398026
2018-12-09 00:00:00+00:00,587.0142283021806,9.137441698918328,20.781641700360773
2018-12-16 00:00:00+00:00,570.9041701413545,17.505060527882517,20.33021555667975
2018-12-23 00:00:00+00:00,490.27618073357473,9.248809523809523,20.025581435362497
2018-12-30 00:00:00+00:00,467.631557619004,8.928869047619047,19.722976090416076
2019-01-06 00:00:00+00:00,472.56499549018014,9.223809523809523,20.260839631822375
2019-01-13 00:00:00+00:00,661.754318775066,9.45170257123002,20.313720908761912
2019-01-20 00:00:00+00:00,689.7931904505169,9.468055555555555,20.124390983770763
2019-01-27 00:00:00+00:00,755.2210945117275,9.186258935663226,20.573935297389557
2019-02-03 00:00:00+00:00,623.80575828855,9.934325396825397,20.740743779568444
2019-02-10 00:00:00+00:00,553.0017183334108,9.948809523809524,20.707642857990567
2019-02-17 00:00:00+00:00,607.2355077531603,10.819345238095238,20.09878461114944
2019-02-24 00:00:00+00:00,532.4912369924879,10.75873015873016,19.539848523858993
2019-03-03 00:00:00+00:00,624.1429181893667,9.6671875,19.550876547561753
