Datetime,Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
2019-08-18 00:00:00,85.6,31.4,479.6,116.2,82,75,79,13,29.83
2019-08-18 00:30:00,84.3,31.1,460.3,114.5,82,75,79,12,29.83
2019-08-18 01:00:00,84.6,31.3,462.4,116.8,82,75,79,12,29.83
2019-08-18 01:30:00,84.8,31.4,458.5,117.0,82,75,79,12,29.83
2019-08-18 02:00:00,84.7,31.4,455.4,117.0,82,75,79,12,29.83
2019-08-18 02:30:00,84.4,31.4,454.3,116.7,82,77,84,12,29.83
2019-08-18 03:00:00,86.4,31.5,466.1,119.0,82,75,79,12,29.83
2019-08-18 03:30:00,89.1,31.8,477.4,122.6,82,77,84,9,29.83
2019-08-18 04:00:00,89.1,31.8,473.3,122.2,82,77,84,10,29.8
2019-08-18 04:30:00,89.3,31.9,478.8,123.3,82,77,84,12,29.8
2019-08-18 05:00:00,87.5,31.9,471.9,121.8,82,77,84,12,29.8
2019-08-18 05:30:00,84.7,31.6,456.1,117.4,82,77,84,10,29.83
2019-08-18 06:00:00,84.5,31.6,458.2,117.6,82,77,84,10,29.83
2019-08-18 06:30:00,84.4,31.5,460.1,117.8,82,75,79,10,29.83
2019-08-18 07:00:00,88.4,31.8,487.6,121.9,82,75,79,10,29.86
2019-08-18 07:30:00,96.2,32.6,551.9,130.1,82,77,84,10,29.86
2019-08-18 08:00:00,98.0,32.8,569.2,129.5,84,77,79,13,29.86
2019-08-18 08:30:00,95.2,32.6,559.3,124.8,86,77,74,12,29.89
2019-08-18 09:00:00,95.8,32.7,561.9,125.7,86,77,74,12,29.89
2019-08-18 09:30:00,97.6,32.8,576.0,129.9,88,77,70,10,29.89
2019-08-18 10:00:00,96.8,33.0,575.8,130.3,88,77,70,10,29.89
2019-08-18 10:30:00,99.2,33.4,596.7,136.8,88,77,70,12,29.89
2019-08-18 11:00:00,102.8,33.7,611.8,143.4,90,75,62,10,29.86
2019-08-18 11:30:00,102.6,33.4,602.6,139.2,91,72,52,14,29.86
2019-08-18 12:00:00,102.1,33.3,595.9,137.7,90,72,55,12,29.86
2019-08-18 12:30:00,100.7,32.9,582.2,132.0,90,72,55,12,29.86
2019-08-18 13:00:00,100.2,32.8,578.8,130.5,91,72,52,10,29.83
2019-08-18 13:30:00,100.5,33.0,582.9,133.9,90,70,52,13,29.83
2019-08-18 14:00:00,100.0,32.9,581.2,130.5,91,70,49,14,29.8
2019-08-18 14:30:00,100.4,33.2,586.6,134.6,91,68,46,14,29.8
2019-08-18 15:00:00,100.4,33.2,590.4,134.7,91,59,34,17,29.8
2019-08-18 15:30:00,99.0,32.3,564.2,125.1,91,63,38,15,29.8
2019-08-18 16:00:00,97.9,31.7,551.6,118.9,90,68,49,16,29.8
2019-08-18 16:30:00,96.8,31.3,540.1,114.2,90,70,52,15,29.77
2019-08-18 17:00:00,96.8,31.1,533.5,112.0,88,70,55,16,29.77
2019-08-18 17:30:00,96.6,31.5,537.8,114.7,88,68,52,15,29.8
2019-08-18 18:00:00,96.3,31.4,529.4,113.8,88,66,49,14,29.8
2019-08-18 18:30:00,96.0,31.5,533.0,114.1,86,72,62,13,29.8
2019-08-18 19:00:00,93.2,31.5,518.7,114.9,84,72,66,12,29.8
2019-08-18 19:30:00,90.4,31.0,496.9,116.2,84,73,70,12,29.8
2019-08-18 20:00:00,90.2,31.1,503.7,111.3,84,73,70,12,29.83
2019-08-18 20:30:00,90.1,31.0,502.6,111.0,84,73,70,10,29.83
2019-08-18 21:00:00,88.7,30.4,485.5,105.8,82,75,79,10,29.86
2019-08-18 21:30:00,88.6,30.3,476.0,110.2,82,73,74,9,29.86
2019-08-18 22:00:00,91.7,31.0,504.4,116.1,82,73,74,9,29.86
2019-08-18 22:30:00,93.9,31.4,519.1,113.6,82,75,79,8,29.86
2019-08-18 23:00:00,93.9,31.3,517.2,112.7,82,75,79,7,29.86
2019-08-18 23:30:00,93.8,31.3,517.3,112.1,82,73,74,7,29.89
2019-08-19 00:00:00,89.3,30.9,481.5,110.0,82,73,74,9,29.89
2019-08-19 00:30:00,82.2,30.1,429.2,104.5,82,73,74,8,29.86
2019-08-19 01:00:00,83.0,30.4,435.5,106.9,82,75,79,8,29.86
2019-08-19 01:30:00,82.9,30.5,434.0,108.0,82,73,74,9,29.86
2019-08-19 02:00:00,82.7,30.4,428.2,105.6,82,73,74,7,29.86
2019-08-19 02:30:00,82.4,30.1,423.9,103.7,82,73,74,8,29.86
2019-08-19 03:00:00,84.5,30.1,434.9,104.1,81,73,79,8,29.86
2019-08-19 03:30:00,87.0,30.3,445.7,108.1,81,73,79,7,29.83
2019-08-19 04:00:00,86.8,30.3,439.3,107.5,81,75,84,6,29.83
2019-08-19 04:30:00,87.0,30.3,442.1,107.7,81,75,84,6,29.83
2019-08-19 05:00:00,87.3,30.4,446.0,108.7,82,75,79,6,29.83
2019-08-19 05:30:00,88.9,30.8,471.9,114.7,82,75,79,7,29.86
2019-08-19 06:00:00,88.6,30.9,466.7,114.5,82,75,79,7,29.86
2019-08-19 06:30:00,92.7,31.4,514.0,120.0,82,75,79,7,29.86
2019-08-19 07:00:00,102.1,32.2,581.9,129.8,82,75,79,8,29.86
2019-08-19 07:30:00,125.7,30.5,756.9,208.8,82,75,79,7,29.86
2019-08-19 08:00:00,118.9,29.8,679.8,178.7,82,73,74,9,29.86
2019-08-19 08:30:00,114.3,29.8,669.0,174.4,84,75,74,8,29.89
2019-08-19 09:00:00,112.9,29.8,661.4,173.8,84,75,74,8,29.89
2019-08-19 09:30:00,114.6,30.0,658.9,172.5,84,75,74,9,29.89
2019-08-19 10:00:00,117.5,30.3,665.3,172.9,86,73,66,10,29.89
2019-08-19 10:30:00,119.1,30.5,687.6,179.1,86,72,62,10,29.89
2019-08-19 11:00:00,119.7,30.5,683.9,177.5,88,72,58,10,29.89
2019-08-19 11:30:00,120.2,30.2,674.5,173.9,90,72,55,9,29.86
2019-08-19 12:00:00,120.1,30.2,671.7,174.0,90,72,55,6,29.86
2019-08-19 12:30:00,119.3,30.1,663.8,171.9,90,72,55,7,29.83
2019-08-19 13:00:00,119.6,30.2,665.9,173.8,90,72,55,7,29.83
2019-08-19 13:30:00,119.3,30.0,663.8,170.9,90,70,52,6,29.8
2019-08-19 14:00:00,116.4,29.7,634.8,163.8,90,70,52,9,29.8
2019-08-19 14:30:00,92.0,30.6,586.2,127.1,90,70,52,7,29.8
2019-08-19 15:00:00,123.4,30.6,741.0,189.2,90,72,55,7,29.77
2019-08-19 15:30:00,120.3,30.1,673.9,173.7,90,72,55,9,29.77
2019-08-19 16:00:00,119.6,29.7,650.0,165.9,91,70,49,9,29.77
2019-08-19 16:30:00,118.9,29.7,657.8,167.5,91,68,46,7,29.77
2019-08-19 17:00:00,118.0,29.8,646.9,167.7,90,68,49,7,29.77
2019-08-19 17:30:00,116.6,29.5,646.7,163.8,90,68,49,9,29.77
2019-08-19 18:00:00,86.4,30.6,585.1,121.3,88,70,55,9,29.77
2019-08-19 18:30:00,116.9,29.8,692.8,178.1,88,70,55,7,29.77
2019-08-19 19:00:00,107.8,29.3,624.6,159.2,86,73,66,12,29.8
2019-08-19 19:30:00,84.3,30.0,515.0,104.8,86,73,66,12,29.8
2019-08-19 20:00:00,93.3,30.5,507.2,105.7,84,75,74,10,29.8
2019-08-19 20:30:00,93.8,31.3,532.4,114.0,84,73,70,12,29.83
2019-08-19 21:00:00,92.8,30.9,517.2,110.3,84,75,74,9,29.83
2019-08-19 21:30:00,92.9,31.9,535.3,117.1,84,77,79,9,29.83
2019-08-19 22:00:00,94.3,31.9,542.6,119.4,84,77,79,7,29.83
2019-08-19 22:30:00,95.4,31.3,528.0,114.1,84,77,79,8,29.83
2019-08-19 23:00:00,95.3,31.6,528.4,115.4,84,77,79,10,29.83
2019-08-19 23:30:00,94.7,31.6,524.1,114.1,82,77,84,12,29.83
2019-08-20 00:00:00,90.7,31.9,507.7,116.0,82,77,84,9,29.83
2019-08-20 00:30:00,87.1,31.8,483.5,115.3,82,77,84,10,29.83
2019-08-20 01:00:00,87.2,31.9,485.3,114.0,82,77,84,10,29.8
2019-08-20 01:30:00,87.0,31.9,483.1,114.1,82,77,84,10,29.8
2019-08-20 02:00:00,86.9,31.6,480.8,112.0,82,77,84,9,29.8
2019-08-20 02:30:00,86.4,31.4,470.1,110.0,82,77,84,12,29.8
2019-08-20 03:00:00,87.6,31.0,468.0,107.4,82,77,84,13,29.8
2019-08-20 03:30:00,89.4,30.9,472.5,106.1,82,77,84,9,29.8
2019-08-20 04:00:00,89.6,31.0,469.0,107.4,82,77,84,10,29.8
2019-08-20 04:30:00,89.5,31.2,474.0,108.2,82,77,84,10,29.8
2019-08-20 05:00:00,90.1,31.4,477.0,110.5,81,77,89,12,29.8
2019-08-20 05:30:00,91.7,31.8,507.0,113.8,82,77,84,10,29.8
2019-08-20 06:00:00,91.4,31.8,499.8,113.6,82,77,84,9,29.8
2019-08-20 06:30:00,91.8,31.7,500.1,112.7,82,77,84,8,29.8
2019-08-20 07:00:00,95.1,31.8,538.6,121.8,82,77,84,9,29.8
2019-08-20 07:30:00,127.8,31.4,800.3,217.4,82,77,84,9,29.83
2019-08-20 08:00:00,119.8,30.9,713.7,195.2,82,77,84,10,29.83
2019-08-20 08:30:00,116.4,31.0,710.7,194.8,84,77,79,10,29.83
2019-08-20 09:00:00,116.4,31.2,717.1,197.5,84,77,79,9,29.86
2019-08-20 09:30:00,116.2,31.2,718.7,197.4,84,75,74,12,29.83
2019-08-20 10:00:00,116.9,31.2,720.2,198.6,86,77,74,10,29.83
2019-08-20 10:30:00,118.0,31.5,732.7,204.7,86,75,70,12,29.83
2019-08-20 11:00:00,117.9,31.4,724.2,201.3,88,75,66,12,29.83
2019-08-20 11:30:00,117.7,31.4,725.0,201.8,88,75,66,15,29.83
2019-08-20 12:00:00,117.0,31.4,717.2,200.8,90,73,59,15,29.8
2019-08-20 12:30:00,115.9,31.3,708.8,197.5,90,73,59,15,29.8
2019-08-20 13:00:00,115.5,31.1,702.5,194.3,91,73,55,14,29.77
2019-08-20 13:30:00,115.7,31.0,701.9,193.6,91,73,55,14,29.77
2019-08-20 14:00:00,116.5,31.3,713.8,198.7,90,72,55,14,29.77
2019-08-20 14:30:00,116.5,31.2,715.3,197.2,90,70,52,16,29.77
2019-08-20 15:00:00,116.9,31.3,718.2,199.5,91,70,49,16,29.74
2019-08-20 15:30:00,117.1,31.6,719.1,202.1,90,70,52,16,29.74
2019-08-20 16:00:00,117.7,31.7,728.7,205.6,91,72,52,17,29.71
2019-08-20 16:30:00,118.4,31.5,724.0,202.6,90,72,55,16,29.74
2019-08-20 17:00:00,117.6,31.3,716.6,199.0,88,72,58,15,29.74
2019-08-20 17:30:00,115.9,30.9,702.1,191.6,88,70,55,15,29.74
2019-08-20 18:00:00,115.3,31.2,709.7,195.6,86,73,66,15,29.74
2019-08-20 18:30:00,113.8,30.9,693.6,190.9,86,73,66,15,29.74
2019-08-20 19:00:00,103.9,30.3,619.6,166.7,86,73,66,13,29.77
2019-08-20 19:30:00,84.1,31.8,555.1,121.4,84,75,74,14,29.77
2019-08-20 20:00:00,95.6,32.3,555.6,124.0,84,75,74,14,29.77
2019-08-20 20:30:00,92.8,32.1,539.5,120.5,84,73,70,13,29.77
2019-08-20 21:00:00,93.1,32.2,544.7,120.0,84,73,70,14,29.77
2019-08-20 21:30:00,91.3,32.0,522.1,118.9,84,75,74,13,29.8
2019-08-20 22:00:00,92.2,31.8,524.9,117.6,84,75,74,12,29.8
2019-08-20 22:30:00,94.0,31.8,522.3,117.4,84,75,74,14,29.8
2019-08-20 23:00:00,93.9,31.8,519.0,117.3,82,75,79,13,29.8
2019-08-20 23:30:00,93.8,31.8,515.3,117.1,82,75,79,10,29.8
2019-08-21 00:00:00,90.3,31.5,487.9,116.1,82,75,79,13,29.8
2019-08-21 00:30:00,84.6,30.9,452.7,113.0,82,75,79,14,29.8
2019-08-21 01:00:00,84.8,31.0,455.7,114.0,82,75,79,14,29.8
2019-08-21 01:30:00,84.3,30.9,450.7,111.8,82,75,79,13,29.77
2019-08-21 02:00:00,84.5,30.9,449.1,112.5,82,75,79,10,29.77
2019-08-21 02:30:00,84.4,30.8,449.8,111.2,82,75,79,12,29.77
2019-08-21 03:00:00,86.2,30.8,453.9,112.5,82,75,79,10,29.77
2019-08-21 03:30:00,89.0,31.1,466.9,115.7,82,75,79,12,29.77
2019-08-21 04:00:00,88.6,31.0,460.0,114.4,82,75,79,10,29.77
2019-08-21 04:30:00,89.0,31.1,462.1,115.4,82,75,79,12,29.77
2019-08-21 05:00:00,89.1,31.1,463.1,115.2,82,75,79,9,29.77
2019-08-21 05:30:00,90.1,31.2,484.5,119.0,82,75,79,9,29.77
2019-08-21 06:00:00,90.2,31.2,481.7,118.8,82,75,79,9,29.8
2019-08-21 06:30:00,90.1,31.2,482.8,118.7,82,75,79,10,29.8
2019-08-21 07:00:00,92.2,31.6,519.4,123.4,82,75,79,10,29.8
2019-08-21 07:30:00,122.6,31.0,760.3,212.5,84,75,74,10,29.8
2019-08-21 08:00:00,118.8,30.6,703.3,190.9,84,75,74,8,29.83
2019-08-21 08:30:00,115.4,30.8,699.9,192.0,84,75,74,9,29.83
2019-08-21 09:00:00,114.5,30.6,690.4,186.6,86,77,74,8,29.83
2019-08-21 09:30:00,114.2,30.7,691.6,188.4,86,75,70,8,29.83
2019-08-21 10:00:00,114.0,30.6,692.6,187.3,86,75,70,9,29.83
2019-08-21 10:30:00,115.0,31.0,703.3,192.8,88,77,70,10,29.83
2019-08-21 11:00:00,115.6,31.2,709.0,197.0,88,75,66,10,29.83
2019-08-21 11:30:00,116.3,31.4,719.5,200.4,88,75,66,10,29.83
2019-08-21 12:00:00,117.3,31.7,725.5,205.4,88,75,66,10,29.8
2019-08-21 12:30:00,116.6,31.4,715.8,200.2,86,72,62,17,29.8
2019-08-21 13:00:00,115.0,31.4,702.5,197.4,86,73,66,8,29.8
2019-08-21 13:30:00,116.2,31.7,714.7,202.9,88,73,62,8,29.77
2019-08-21 14:00:00,116.7,31.7,724.3,203.6,90,73,59,8,29.77
2019-08-21 14:30:00,116.8,31.8,727.7,206.2,90,73,59,7,29.77
2019-08-21 15:00:00,117.8,31.8,732.0,207.7,90,73,59,9,29.74
2019-08-21 15:30:00,117.4,31.2,716.5,197.8,90,73,59,10,29.74
2019-08-21 16:00:00,118.2,31.5,728.8,203.3,90,73,59,12,29.74
2019-08-21 16:30:00,119.2,31.7,741.8,208.3,90,73,59,9,29.74
2019-08-21 17:00:00,119.4,31.7,743.1,208.6,90,75,62,12,29.74
2019-08-21 17:30:00,117.2,31.0,704.4,193.3,88,75,66,13,29.74
2019-08-21 18:00:00,115.2,30.6,682.6,185.9,88,77,70,13,29.74
2019-08-21 18:30:00,113.1,30.3,667.4,180.8,86,75,70,14,29.77
2019-08-21 19:00:00,101.2,29.7,593.1,150.8,86,75,70,10,29.77
2019-08-21 19:30:00,86.5,30.9,545.6,115.0,84,75,74,10,29.77
2019-08-21 20:00:00,93.9,31.3,528.4,113.8,84,77,79,10,29.8
2019-08-21 20:30:00,93.6,31.8,543.2,119.2,84,77,79,9,29.8
2019-08-21 21:00:00,93.9,32.4,556.2,124.6,84,77,79,8,29.83
2019-08-21 21:30:00,92.6,32.5,549.3,124.4,84,77,79,6,29.83
2019-08-21 22:00:00,95.1,32.6,560.2,127.0,84,77,79,8,29.83
2019-08-21 22:30:00,97.3,32.7,561.1,127.9,84,77,79,10,29.83
2019-08-21 23:00:00,96.5,32.7,555.6,126.6,84,77,79,9,29.83
2019-08-21 23:30:00,96.5,32.7,558.5,127.5,82,77,84,12,29.83
2019-08-22 00:00:00,92.3,32.0,525.2,118.9,82,77,84,9,29.83
2019-08-22 00:30:00,85.8,31.3,478.5,111.1,82,77,84,10,29.83
2019-08-22 01:00:00,86.1,31.3,478.6,109.5,82,77,84,10,29.8
2019-08-22 01:30:00,86.2,31.4,477.3,110.5,82,77,84,10,29.8
2019-08-22 02:00:00,86.2,31.6,481.3,111.0,82,77,84,9,29.8
2019-08-22 02:30:00,86.3,31.5,481.9,111.0,82,77,84,12,29.8
2019-08-22 03:00:00,87.3,31.4,481.8,110.4,82,77,84,13,29.8
2019-08-22 03:30:00,90.8,31.7,502.6,111.5,82,77,84,9,29.8
2019-08-22 04:00:00,90.9,31.6,496.5,111.1,82,77,84,10,29.8
2019-08-22 04:30:00,90.2,31.4,490.0,110.9,82,77,84,10,29.8
2019-08-22 05:00:00,90.4,31.4,490.2,111.0,81,77,89,12,29.8
2019-08-22 05:30:00,91.4,31.4,508.6,111.1,82,77,84,10,29.8
2019-08-22 06:00:00,90.8,31.2,499.2,107.8,82,77,84,9,29.8
2019-08-22 06:30:00,90.5,31.1,491.4,107.6,82,77,84,8,29.8
2019-08-22 07:00:00,93.7,31.4,532.7,116.2,82,77,84,9,29.8
2019-08-22 07:30:00,124.7,31.3,781.7,207.5,82,77,84,9,29.83
2019-08-22 08:00:00,118.9,31.0,721.6,195.4,82,77,84,10,29.83
2019-08-22 08:30:00,115.1,31.0,707.4,191.9,84,77,79,10,29.83
2019-08-22 09:00:00,114.7,31.1,711.7,193.8,84,77,79,9,29.86
2019-08-22 09:30:00,116.0,31.4,727.7,198.0,84,75,74,12,29.83
2019-08-22 10:00:00,118.0,31.8,747.5,207.1,86,77,74,10,29.83
2019-08-22 10:30:00,117.1,31.8,746.6,207.6,86,75,70,12,29.83
2019-08-22 11:00:00,117.1,32.0,749.2,209.3,88,75,66,12,29.83
2019-08-22 11:30:00,116.2,31.7,730.1,202.5,88,75,66,15,29.83
2019-08-22 12:00:00,115.5,31.6,722.4,200.8,90,73,59,15,29.8
2019-08-22 12:30:00,115.8,32.0,738.1,207.1,90,73,59,15,29.8
2019-08-22 13:00:00,116.3,32.0,734.5,207.1,91,73,55,14,29.77
2019-08-22 13:30:00,115.1,31.8,717.8,202.0,91,73,55,14,29.77
2019-08-22 14:00:00,115.2,31.8,724.7,204.2,90,72,55,14,29.77
2019-08-22 14:30:00,116.4,32.0,735.5,206.5,90,70,52,16,29.77
2019-08-22 15:00:00,117.5,32.2,741.9,210.2,91,70,49,16,29.74
2019-08-22 15:30:00,117.8,32.2,748.3,211.5,90,70,52,16,29.74
2019-08-22 16:00:00,117.5,32.2,742.0,210.7,91,72,52,17,29.71
2019-08-22 16:30:00,116.7,31.6,720.3,200.0,90,72,55,16,29.74
2019-08-22 17:00:00,116.2,31.2,718.9,195.4,88,72,58,15,29.74
2019-08-22 17:30:00,116.2,31.3,726.9,198.7,88,70,55,15,29.74
2019-08-22 18:00:00,113.3,30.7,692.6,186.6,86,73,66,15,29.74
2019-08-22 18:30:00,110.5,30.2,666.8,176.7,86,73,66,15,29.74
2019-08-22 19:00:00,108.1,30.6,661.8,180.2,86,73,66,13,29.77
2019-08-22 19:30:00,83.3,32.6,571.8,128.4,84,75,74,14,29.77
2019-08-22 20:00:00,95.3,32.8,560.5,129.1,84,75,74,14,29.77
2019-08-22 20:30:00,91.3,32.3,537.8,120.4,84,73,70,13,29.77
2019-08-22 21:00:00,92.5,32.3,539.3,122.0,84,73,70,14,29.77
2019-08-22 21:30:00,91.6,32.5,537.1,120.7,84,75,74,13,29.8
2019-08-22 22:00:00,93.7,33.1,557.5,129.0,84,75,74,12,29.8
2019-08-22 22:30:00,96.6,33.2,571.0,133.3,84,75,74,14,29.8
2019-08-22 23:00:00,96.0,32.9,560.9,129.0,82,75,79,13,29.8
2019-08-22 23:30:00,95.3,32.5,551.6,125.0,82,75,79,10,29.86
2019-08-23 00:00:00,91.4,32.1,523.7,117.1,82,75,79,8,29.83
2019-08-23 00:30:00,85.8,31.6,486.6,108.0,82,75,79,8,29.83
2019-08-23 01:00:00,85.8,31.5,482.4,106.6,82,77,84,7,29.83
2019-08-23 01:30:00,85.4,31.6,476.9,105.7,82,77,84,7,29.83
2019-08-23 02:00:00,85.2,31.4,470.1,104.1,82,77,84,10,29.83
2019-08-23 02:30:00,84.7,31.2,465.2,101.9,82,77,84,9,29.83
2019-08-23 03:00:00,86.7,31.4,476.9,104.9,82,77,84,9,29.8
2019-08-23 03:30:00,89.5,31.7,489.4,108.4,82,77,84,10,29.8
2019-08-23 04:00:00,89.2,31.6,480.3,106.5,82,77,84,10,29.83
2019-08-23 04:30:00,88.8,31.4,475.9,105.1,82,77,84,7,29.83
2019-08-23 05:00:00,89.6,31.4,481.5,105.5,82,77,84,9,29.83
2019-08-23 05:30:00,91.0,31.8,506.1,111.9,82,77,84,9,29.83
2019-08-23 06:00:00,90.3,31.7,500.4,110.9,82,77,84,9,29.83
2019-08-23 06:30:00,89.9,31.6,496.5,109.0,82,77,84,9,29.86
2019-08-23 07:00:00,90.3,31.6,502.5,110.3,82,77,84,9,29.86
2019-08-23 08:00:00,118.7,31.3,727.2,198.0,84,75,74,12,29.86
2019-08-23 08:30:00,116.4,31.2,720.2,196.3,84,75,74,8,29.89
2019-08-23 09:00:00,115.0,31.3,716.4,195.8,84,77,79,12,29.89
2019-08-23 09:30:00,115.1,31.4,719.2,198.0,86,77,74,14,29.89
2019-08-23 10:00:00,115.1,31.4,719.1,197.8,86,75,70,10,29.86
2019-08-23 10:30:00,115.9,31.4,724.2,199.0,86,77,74,12,29.86
2019-08-23 11:00:00,115.8,31.4,722.3,198.4,88,75,66,10,29.86
2019-08-23 11:30:00,116.1,31.5,722.8,199.1,88,75,66,10,29.86
2019-08-23 12:00:00,116.2,31.6,723.8,201.4,90,75,62,12,29.83
2019-08-23 12:30:00,116.1,31.6,725.1,201.0,91,73,55,10,29.83
2019-08-23 13:00:00,114.3,31.3,702.6,194.7,90,72,55,14,29.8
2019-08-23 13:30:00,113.5,31.1,691.4,190.4,93,68,44,14,29.8
2019-08-23 14:00:00,113.8,31.1,688.0,189.4,91,66,43,14,29.77
2019-08-23 14:30:00,115.4,31.1,709.1,192.7,93,66,41,15,29.77
2019-08-23 15:00:00,115.6,31.0,704.6,192.1,91,72,52,16,29.77
2019-08-23 15:30:00,115.7,31.2,704.3,194.8,90,72,55,15,29.77
2019-08-23 16:00:00,114.4,30.5,683.4,182.5,90,70,52,18,29.77
2019-08-23 16:30:00,113.9,30.5,676.4,180.1,90,70,52,16,29.77
2019-08-23 17:00:00,114.6,30.6,688.2,185.2,88,72,58,17,29.74
2019-08-23 17:30:00,112.7,30.3,677.2,179.7,88,72,58,14,29.77
2019-08-23 18:00:00,110.9,29.8,656.5,170.5,86,72,62,15,29.77
2019-08-23 18:30:00,111.1,30.0,651.1,172.6,86,72,62,15,29.8
2019-08-23 19:00:00,104.9,30.1,629.0,166.7,86,72,62,14,29.8
2019-08-23 19:30:00,83.7,31.6,552.8,119.4,84,73,70,13,29.8
2019-08-23 20:00:00,95.4,31.9,555.7,121.2,84,73,70,10,29.83
2019-08-23 20:30:00,93.2,31.6,539.0,115.7,84,75,74,10,29.83
2019-08-23 21:00:00,91.1,31.0,511.8,109.6,84,73,70,13,29.83
2019-08-23 21:30:00,89.6,30.7,495.5,108.5,82,73,74,10,29.86
2019-08-23 22:00:00,91.8,31.2,511.1,115.8,82,73,74,12,29.86
2019-08-23 22:30:00,94.1,31.4,520.7,113.8,82,75,79,12,29.86
2019-08-23 23:00:00,93.7,31.4,516.5,113.7,82,75,79,10,29.86
2019-08-23 23:30:00,93.0,31.2,501.4,111.4,82,75,79,12,29.86
2019-08-24 00:00:00,89.5,31.2,484.6,113.6,82,75,79,9,29.86
2019-08-24 00:30:00,84.5,30.9,458.3,113.2,82,75,79,8,29.86
2019-08-24 01:00:00,85.0,30.9,462.8,114.0,82,75,79,9,29.83
2019-08-24 01:30:00,85.2,31.0,460.7,114.5,82,75,79,10,29.83
2019-08-24 02:00:00,84.7,30.9,454.0,113.3,82,75,79,10,29.83
2019-08-24 02:30:00,84.9,30.8,454.8,111.5,82,75,79,10,29.83
2019-08-24 03:00:00,86.2,30.8,458.5,112.0,81,75,84,8,29.8
2019-08-24 03:30:00,88.8,30.9,464.8,113.8,81,75,84,9,29.8
2019-08-24 04:00:00,88.7,30.8,462.0,114.0,81,73,79,10,29.8
2019-08-24 04:30:00,89.1,30.9,465.0,114.0,81,75,84,9,29.8
2019-08-24 05:00:00,87.2,30.9,459.6,113.5,81,75,84,9,29.8
2019-08-24 05:30:00,84.8,30.8,451.0,111.8,81,75,84,9,29.83
2019-08-24 06:00:00,84.7,30.8,451.1,111.8,82,75,79,8,29.83
2019-08-24 06:30:00,84.4,30.9,450.6,111.4,82,75,79,9,29.83
2019-08-24 07:00:00,87.9,31.1,476.2,113.9,82,75,79,8,29.83
2019-08-24 07:30:00,104.3,32.3,576.3,127.3,82,75,79,8,29.83
2019-08-24 08:00:00,103.3,32.7,582.1,131.6,84,77,79,9,29.86
2019-08-24 08:30:00,103.9,33.1,612.3,139.7,84,75,74,10,29.86
2019-08-24 09:00:00,107.2,33.2,623.0,143.5,84,75,74,10,29.86
2019-08-24 09:30:00,108.1,33.5,622.6,144.0,84,75,74,10,29.86
2019-08-24 10:00:00,109.6,33.6,627.6,143.9,86,75,70,8,29.86
2019-08-24 10:30:00,104.4,33.5,609.4,142.3,86,73,66,9,29.86
2019-08-24 11:00:00,106.5,33.6,618.5,143.6,86,73,66,7,29.86
2019-08-24 11:30:00,110.2,33.8,625.7,143.8,88,73,62,7,29.86
2019-08-24 12:00:00,111.1,33.9,626.6,144.0,88,73,62,6,29.83
2019-08-24 12:30:00,111.3,34.0,625.0,144.2,88,73,62,9,29.83
2019-08-24 13:00:00,110.3,33.8,624.7,144.0,90,70,52,8,29.8
2019-08-24 13:30:00,108.8,33.8,621.5,144.0,91,72,52,10,29.8
2019-08-24 14:00:00,108.8,33.8,621.6,144.0,91,73,55,12,29.77
2019-08-24 14:30:00,108.2,32.3,667.7,185.8,90,73,59,12,29.77
2019-08-24 15:00:00,109.8,30.9,644.4,185.3,91,72,52,13,29.77
2019-08-24 15:30:00,87.7,31.5,592.4,128.4,91,66,43,14,29.77
2019-08-24 16:00:00,104.2,32.2,623.6,140.9,91,68,46,15,29.77
2019-08-24 16:30:00,104.8,30.7,552.9,118.3,91,68,46,15,29.77
2019-08-24 17:00:00,103.0,30.3,550.0,113.5,90,72,55,15,29.74
2019-08-24 17:30:00,102.4,30.3,551.8,113.2,88,72,58,16,29.77
2019-08-24 18:00:00,104.2,31.4,584.1,126.2,88,70,55,14,29.77
2019-08-24 18:30:00,104.0,31.9,590.0,130.0,86,72,62,13,29.77
2019-08-24 19:00:00,101.1,31.7,571.9,125.8,84,73,70,14,29.8
2019-08-24 19:30:00,92.8,31.0,519.5,109.9,84,73,70,12,29.8
2019-08-24 20:00:00,90.8,30.7,512.1,107.1,84,73,70,13,29.8
2019-08-24 20:30:00,89.5,30.1,490.1,100.4,84,73,70,13,29.83
2019-08-24 21:00:00,89.3,29.9,480.9,97.5,84,72,66,9,29.83
2019-08-24 21:30:00,90.2,30.7,500.1,104.5,84,73,70,7,29.83
2019-08-24 22:00:00,92.1,31.1,515.4,109.8,82,73,74,9,29.83
2019-08-24 22:30:00,93.1,31.0,507.8,109.1,82,73,74,8,29.83
2019-08-24 23:00:00,92.4,30.5,494.6,103.4,82,75,79,8,29.83
2019-08-24 23:30:00,91.4,30.1,479.6,99.5,82,75,79,9,29.83
2019-08-25 00:00:00,88.1,29.9,460.1,98.2,82,75,79,7,29.83
2019-08-25 00:30:00,83.0,29.4,425.8,99.0,82,75,79,7,29.83
2019-08-25 01:00:00,82.3,29.2,418.2,97.1,82,75,79,7,29.83
2019-08-25 01:30:00,81.9,29.1,416.7,96.0,82,75,79,8,29.8
