Datetime,Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
2019-10-05 12:30:00,99.3,32.5,563.1,126.4,90,73,59,8,29.77
2019-10-05 13:00:00,97.2,32.2,543.8,121.1,90,73,59,7,29.74
2019-10-05 13:30:00,95.5,31.7,521.3,112.5,88,75,66,9,29.74
2019-10-05 14:00:00,97.5,32.4,552.1,123.6,86,72,62,12,29.74
2019-10-05 14:30:00,99.5,32.7,567.7,128.2,82,72,70,8,29.71
2019-10-05 15:00:00,99.8,32.7,568.6,128.2,82,72,70,6,29.71
2019-10-05 15:30:00,97.1,31.1,511.0,106.8,84,72,66,5,29.68
2019-10-05 16:00:00,96.5,30.1,482.6,96.6,84,75,74,8,29.71
2019-10-05 16:30:00,97.7,30.7,514.3,105.1,82,73,74,14,29.71
2019-10-05 17:00:00,97.8,30.9,503.4,103.7,82,72,70,10,29.68
2019-10-05 17:30:00,97.9,31.3,517.7,108.1,82,73,74,3,29.71
2019-10-05 18:00:00,95.7,31.0,494.0,102.2,82,75,79,2,29.71
2019-10-05 18:30:00,94.6,31.2,501.9,106.0,82,75,79,2,29.71
2019-10-05 19:00:00,94.4,31.4,500.6,105.8,82,77,84,1,29.74
2019-10-05 19:30:00,86.0,30.0,440.7,90.1,82,75,79,2,29.74
2019-10-05 20:00:00,83.3,28.6,406.2,78.4,82,77,84,1,29.74
2019-10-05 20:30:00,85.1,29.4,419.7,83.5,82,77,84,1,29.74
2019-10-05 21:00:00,86.8,30.1,444.3,89.5,82,77,84,5,29.74
2019-10-05 21:30:00,81.2,28.6,401.2,78.2,82,77,84,2,29.77
2019-10-05 22:00:00,81.0,28.2,397.2,75.6,82,77,84,1,29.77
2019-10-05 22:30:00,83.4,28.4,404.5,77.5,81,77,89,2,29.77
2019-10-05 23:00:00,83.0,28.8,386.0,84.1,81,77,89,3,29.77
2019-10-05 23:30:00,84.4,28.5,400.2,84.5,82,77,84,3,29.83
2019-10-06 00:00:00,82.1,28.8,389.0,85.4,82,77,84,3,29.8
2019-10-06 00:30:00,77.9,28.6,368.8,80.8,81,77,89,2,29.8
2019-10-06 01:00:00,78.5,28.3,374.3,80.8,81,77,89,2,29.8
2019-10-06 08:30:00,83.1,30.4,458.4,93.0,86,73,66,2,29.8
2019-10-06 09:00:00,86.1,30.8,466.9,96.9,88,75,66,5,29.83
2019-10-06 09:30:00,86.8,30.6,454.2,94.2,86,75,70,3,29.8
2019-10-06 10:00:00,86.3,29.7,439.4,87.7,88,75,66,3,29.83
2019-10-06 10:30:00,85.4,28.6,411.4,79.1,88,75,66,5,29.8
2019-10-06 11:00:00,85.1,28.5,407.4,76.9,90,73,59,5,29.8
2019-10-06 11:30:00,85.3,29.0,412.0,80.1,90,73,59,6,29.8
2019-10-06 12:00:00,85.9,29.3,423.8,83.4,90,72,55,6,29.77
2019-10-06 12:30:00,85.5,29.4,422.8,84.3,90,73,59,8,29.77
2019-10-06 13:00:00,86.8,29.6,437.1,86.3,90,73,59,7,29.74
2019-10-06 13:30:00,88.7,30.4,453.4,92.7,88,75,66,9,29.74
2019-10-06 14:00:00,89.3,30.5,455.4,93.6,86,72,62,12,29.74
2019-10-06 14:30:00,90.5,31.0,470.2,98.6,82,72,70,8,29.71
2019-10-06 15:00:00,91.7,31.6,488.2,104.2,82,72,70,6,29.71
2019-10-06 15:30:00,91.2,31.4,479.0,101.9,84,72,66,5,29.68
2019-10-06 16:00:00,90.4,31.0,471.1,99.0,84,75,74,8,29.71
2019-10-06 16:30:00,90.8,31.1,473.4,99.5,82,73,74,14,29.71
2019-10-06 17:00:00,89.9,30.9,468.2,97.5,82,72,70,10,29.68
2019-10-06 17:30:00,89.7,31.2,477.7,100.5,82,73,74,3,29.71
2019-10-06 18:00:00,91.3,31.8,496.5,107.4,82,75,79,2,29.71
2019-10-06 18:30:00,90.3,31.2,483.0,102.1,82,75,79,2,29.71
2019-10-06 19:00:00,88.1,30.6,459.1,95.3,82,77,84,1,29.74
2019-10-06 19:30:00,85.6,29.9,433.5,87.3,82,75,79,2,29.74
2019-10-06 20:00:00,88.6,30.8,470.9,97.5,82,77,84,1,29.74
2019-10-06 20:30:00,88.8,31.0,475.9,99.0,82,77,84,1,29.74
2019-10-06 21:00:00,88.6,30.9,472.1,98.2,82,77,84,5,29.74
2019-10-06 21:30:00,87.6,30.6,460.6,94.5,82,77,84,2,29.77
2019-10-06 22:00:00,89.3,30.8,474.8,98.2,82,77,84,1,29.77
2019-10-06 22:30:00,92.2,31.1,488.4,102.3,81,77,89,2,29.77
2019-10-06 23:00:00,91.7,30.9,481.8,99.4,81,77,89,3,29.77
2019-10-06 23:30:00,92.1,30.9,481.1,99.8,82,77,84,3,29.83
2019-10-07 00:00:00,89.1,30.7,464.3,97.0,82,77,84,3,29.8
2019-10-07 00:30:00,82.6,30.1,417.9,88.7,81,77,89,2,29.8
2019-10-07 01:00:00,82.4,30.1,415.9,89.3,81,77,89,2,29.8
2019-10-07 01:30:00,82.9,30.2,418.9,89.4,81,77,89,2,29.77
2019-10-07 02:00:00,82.5,30.0,414.3,87.4,81,77,89,2,29.77
2019-10-07 02:30:00,81.7,30.1,412.6,90.6,81,77,89,2,29.77
2019-10-07 03:00:00,80.6,29.9,412.6,93.9,81,77,89,2,29.77
2019-10-07 03:30:00,83.4,30.0,429.5,95.9,81,75,84,2,29.77
2019-10-07 04:00:00,82.4,29.8,412.3,93.1,81,75,84,2,29.77
2019-10-07 04:30:00,82.4,29.7,415.2,93.0,81,75,84,3,29.77
2019-10-07 05:00:00,82.3,29.7,414.6,93.3,81,75,84,2,29.77
2019-10-07 05:30:00,82.6,29.8,427.8,91.1,81,75,84,3,29.77
2019-10-07 06:00:00,82.0,29.8,428.8,86.6,81,75,84,3,29.77
2019-10-07 06:30:00,86.0,30.2,471.0,94.0,79,75,89,2,29.8
2019-10-07 07:00:00,98.2,30.9,525.1,107.8,81,75,84,2,29.8
2019-10-07 07:30:00,109.7,31.0,623.7,150.7,82,75,79,1,29.8
2019-10-07 08:00:00,110.0,29.5,642.6,155.3,84,75,74,2,29.8
2019-10-07 08:30:00,96.7,30.8,626.3,143.2,86,73,66,2,29.8
2019-10-07 09:00:00,113.0,30.3,692.5,177.8,88,75,66,5,29.83
2019-10-07 09:30:00,99.1,30.2,587.7,143.9,86,75,70,3,29.8
2019-10-07 10:00:00,103.4,31.9,705.0,188.4,88,75,66,3,29.83
2019-10-07 10:30:00,113.5,31.2,685.2,186.5,88,75,66,5,29.8
2019-10-07 11:00:00,113.6,31.3,689.2,186.1,90,73,59,5,29.8
2019-10-07 11:30:00,113.3,31.3,687.6,186.2,90,73,59,6,29.8
2019-10-07 12:00:00,112.1,30.6,656.2,175.0,90,72,55,6,29.77
2019-10-07 12:30:00,111.6,30.3,646.1,170.4,90,73,59,8,29.77
2019-10-07 13:00:00,112.0,30.0,639.1,167.5,90,73,59,7,29.74
2019-10-07 13:30:00,97.1,30.2,584.0,138.8,88,75,66,9,29.74
2019-10-07 14:00:00,102.3,31.2,681.0,179.2,86,72,62,12,29.74
2019-10-07 14:30:00,113.2,29.5,648.1,165.3,82,72,70,8,29.71
2019-10-07 15:00:00,105.6,29.2,608.5,148.9,82,72,70,6,29.71
2019-10-07 15:30:00,91.0,30.4,595.4,139.9,84,72,66,5,29.68
2019-10-07 16:00:00,109.9,29.5,674.0,169.0,84,75,74,8,29.71
2019-10-07 16:30:00,104.2,29.4,608.6,151.4,82,73,74,14,29.71
2019-10-07 17:00:00,88.8,31.9,609.2,128.2,82,72,70,10,29.68
2019-10-07 17:30:00,105.4,32.4,622.1,133.6,82,73,74,3,29.71
2019-10-07 18:00:00,107.7,32.4,596.2,128.2,82,75,79,2,29.71
2019-10-07 18:30:00,106.3,32.4,593.8,126.6,82,75,79,2,29.71
2019-10-07 19:00:00,103.4,32.3,576.1,122.8,82,77,84,1,29.74
2019-10-07 19:30:00,91.4,31.4,495.3,115.5,82,75,79,2,29.74
2019-10-07 20:00:00,91.2,31.4,497.6,115.1,82,77,84,1,29.74
2019-10-07 20:30:00,91.2,31.3,495.5,114.0,82,77,84,1,29.74
2019-10-07 21:00:00,90.4,31.2,487.4,113.8,82,77,84,5,29.74
2019-10-07 21:30:00,89.3,31.2,479.3,112.4,82,77,84,2,29.77
2019-10-07 22:00:00,90.7,31.1,483.4,111.4,82,77,84,1,29.77
2019-10-07 22:30:00,93.1,31.4,505.8,109.4,81,77,89,2,29.77
2019-10-07 23:00:00,92.5,31.3,489.1,114.0,81,77,89,3,29.77
2019-10-07 23:30:00,91.3,31.1,481.3,113.6,82,77,84,3,29.83
2019-10-08 00:00:00,88.5,30.9,454.9,109.9,82,77,84,3,29.8
2019-10-08 00:30:00,82.3,30.5,423.0,102.2,81,77,89,2,29.8
2019-10-08 01:00:00,82.8,30.5,422.9,102.2,81,77,89,2,29.8
2019-10-08 01:30:00,81.9,30.5,420.1,102.4,81,77,89,2,29.77
2019-10-08 02:00:00,79.3,30.3,410.0,98.9,81,77,89,2,29.77
2019-10-08 02:30:00,78.5,30.1,408.0,97.7,81,77,89,2,29.77
2019-10-08 03:00:00,80.3,30.1,415.8,98.9,81,77,89,2,29.77
2019-10-08 03:30:00,82.3,30.2,428.6,101.7,81,75,84,2,29.77
2019-10-08 04:00:00,81.9,30.0,418.0,98.6,81,75,84,2,29.77
2019-10-08 04:30:00,80.9,29.7,407.8,95.8,81,75,84,3,29.77
2019-10-08 05:00:00,80.5,29.5,403.9,93.6,81,75,84,2,29.77
2019-10-08 05:30:00,80.8,29.8,425.0,97.9,81,75,84,3,29.77
2019-10-08 06:00:00,80.0,29.8,418.9,97.3,81,75,84,3,29.77
2019-10-08 06:30:00,80.6,29.8,427.8,98.7,79,75,89,2,29.8
2019-10-08 07:00:00,85.6,30.3,481.9,105.8,81,75,84,2,29.8
2019-10-08 07:30:00,104.4,31.7,590.3,135.5,82,75,79,1,29.8
2019-10-08 08:00:00,101.9,29.5,623.7,158.0,84,75,74,2,29.8
2019-10-08 08:30:00,88.3,31.5,589.4,128.1,86,73,66,2,29.8
2019-10-08 09:00:00,109.4,30.6,716.6,189.1,88,75,66,5,29.83
2019-10-08 09:30:00,108.6,30.2,636.5,169.9,86,75,70,3,29.8
2019-10-08 10:00:00,90.8,31.1,584.4,129.3,88,75,66,3,29.83
2019-10-08 10:30:00,115.1,31.0,750.6,195.4,88,75,66,5,29.8
2019-10-08 11:00:00,112.0,30.4,647.2,171.4,90,73,59,5,29.8
2019-10-08 11:30:00,91.8,30.3,585.4,129.7,90,73,59,6,29.8
2019-10-08 12:00:00,105.2,30.2,663.2,168.5,90,72,55,6,29.77
2019-10-08 12:30:00,110.4,30.1,646.1,170.0,90,73,59,8,29.77
2019-10-08 13:00:00,111.1,30.2,648.9,170.4,90,73,59,7,29.74
2019-10-08 13:30:00,111.6,30.4,653.0,172.8,88,75,66,9,29.74
2019-10-08 14:00:00,112.7,31.0,664.6,180.0,86,72,62,12,29.74
2019-10-08 14:30:00,112.3,31.1,659.9,180.6,82,72,70,8,29.71
2019-10-08 15:00:00,112.6,31.2,661.2,182.9,82,72,70,6,29.71
2019-10-08 15:30:00,112.3,30.7,654.9,176.3,84,72,66,5,29.68
2019-10-08 16:00:00,112.4,30.3,649.1,171.2,84,75,74,8,29.71
2019-10-08 16:30:00,112.9,30.5,646.2,172.2,82,73,74,14,29.71
2019-10-08 17:00:00,111.9,30.6,649.1,172.7,82,72,70,10,29.68
2019-10-08 17:30:00,111.2,30.7,646.8,174.0,82,73,74,3,29.71
2019-10-08 18:00:00,109.7,30.5,640.6,171.7,82,75,79,2,29.71
2019-10-08 18:30:00,86.0,32.1,586.1,126.0,82,75,79,2,29.71
2019-10-08 19:00:00,98.5,33.0,607.7,135.3,82,77,84,1,29.74
2019-10-08 19:30:00,91.7,31.5,500.8,108.1,82,75,79,2,29.74
2019-10-08 20:00:00,91.7,31.0,494.6,103.6,82,77,84,1,29.74
2019-10-08 20:30:00,90.4,30.8,482.2,100.5,82,77,84,1,29.74
2019-10-08 21:00:00,91.0,30.8,480.9,101.0,82,77,84,5,29.74
2019-10-08 21:30:00,89.5,30.6,460.1,99.9,82,77,84,2,29.77
2019-10-08 22:00:00,91.1,30.9,469.5,102.0,82,77,84,1,29.77
2019-10-08 22:30:00,93.0,31.3,475.0,105.1,81,77,89,2,29.77
2019-10-08 23:00:00,90.5,31.4,476.2,105.8,81,77,89,3,29.77
2019-10-08 23:30:00,88.4,31.2,472.3,104.9,82,77,84,3,29.83
2019-10-09 00:00:00,86.0,31.0,461.2,104.5,82,77,84,3,29.8
2019-10-09 00:30:00,79.8,30.5,419.2,100.7,81,77,89,2,29.8
2019-10-09 01:00:00,79.7,30.4,419.0,100.2,81,77,89,2,29.8
2019-10-09 01:30:00,79.0,30.3,409.7,98.6,81,77,89,2,29.77
2019-10-09 02:00:00,78.2,30.1,402.3,96.5,81,77,89,2,29.77
2019-10-09 02:30:00,77.6,30.0,401.5,95.8,81,77,89,2,29.77
2019-10-09 03:00:00,79.2,30.1,410.2,96.9,81,77,89,2,29.77
2019-10-09 03:30:00,82.0,30.2,422.2,99.7,81,75,84,2,29.77
2019-10-09 04:00:00,81.5,30.1,414.0,97.5,81,75,84,2,29.77
2019-10-09 04:30:00,81.4,30.0,412.4,96.9,81,75,84,3,29.77
2019-10-09 05:00:00,81.3,29.9,409.7,96.2,81,75,84,2,29.77
2019-10-09 05:30:00,81.0,30.1,422.6,98.7,81,75,84,3,29.77
2019-10-09 06:00:00,80.4,30.1,424.0,98.6,81,75,84,3,29.77
2019-10-09 06:30:00,79.9,30.1,422.6,98.0,79,75,89,2,29.8
2019-10-09 07:00:00,85.5,30.5,470.9,103.8,81,75,84,2,29.8
2019-10-09 07:30:00,103.7,32.6,621.1,138.2,82,75,79,1,29.8
2019-10-09 08:00:00,106.6,30.2,657.1,177.2,84,75,74,2,29.8
2019-10-09 08:30:00,93.4,30.6,582.4,144.0,86,73,66,2,29.8
2019-10-09 09:00:00,101.8,31.5,652.6,173.4,88,75,66,5,29.83
2019-10-09 09:30:00,108.7,31.1,655.1,183.9,86,75,70,3,29.8
2019-10-09 10:00:00,85.3,33.0,598.8,133.9,88,75,66,3,29.83
2019-10-09 10:30:00,100.1,33.9,632.7,143.2,88,75,66,5,29.8
2019-10-09 11:00:00,108.6,31.3,650.5,173.4,90,73,59,5,29.8
2019-10-09 11:30:00,92.5,30.3,544.3,127.5,90,73,59,6,29.8
2019-10-09 12:00:00,97.4,33.2,620.9,137.5,90,72,55,6,29.77
2019-10-09 12:30:00,110.1,33.9,632.1,143.6,90,73,59,8,29.77
2019-10-09 13:00:00,83.5,32.2,652.4,138.4,90,73,59,7,29.74
2019-10-09 13:30:00,79.7,30.9,642.6,125.4,88,75,66,9,29.74
2019-10-09 14:00:00,107.2,30.5,706.7,181.6,86,72,62,12,29.74
2019-10-09 14:30:00,90.2,30.9,587.9,132.3,82,72,70,8,29.71
2019-10-09 15:00:00,97.6,33.7,629.0,143.5,82,72,70,6,29.71
2019-10-09 15:30:00,113.2,34.0,637.0,143.5,84,72,66,5,29.68
2019-10-09 16:00:00,113.7,32.0,730.4,196.6,84,75,74,8,29.71
2019-10-09 16:30:00,111.4,31.6,706.1,201.7,82,73,74,14,29.71
2019-10-09 17:00:00,107.5,31.3,683.5,194.3,82,72,70,10,29.68
2019-10-09 17:30:00,107.2,30.9,651.1,182.3,82,73,74,3,29.71
2019-10-09 18:00:00,93.7,31.4,591.3,147.4,82,75,79,2,29.71
2019-10-09 18:30:00,93.1,34.1,633.0,143.9,82,75,79,2,29.71
2019-10-09 19:00:00,105.8,34.1,625.4,143.1,82,77,84,1,29.74
2019-10-09 19:30:00,89.9,32.8,537.8,130.1,82,75,79,2,29.74
2019-10-09 20:00:00,90.2,32.1,513.7,125.7,82,77,84,1,29.74
2019-10-09 20:30:00,91.2,31.9,494.4,119.9,82,77,84,1,29.74
2019-10-09 21:00:00,91.1,32.0,492.8,121.0,82,77,84,5,29.74
2019-10-09 21:30:00,90.4,31.8,484.0,118.8,82,77,84,2,29.77
2019-10-09 22:00:00,91.4,31.8,482.6,118.5,82,77,84,1,29.77
2019-10-09 22:30:00,90.6,31.7,467.8,116.6,81,77,89,2,29.77
2019-10-09 23:00:00,88.4,31.4,458.1,112.3,81,77,89,3,29.77
2019-10-09 23:30:00,88.1,31.2,452.5,110.8,81,77,89,2,29.83
2019-10-10 00:00:00,84.9,31.1,434.0,107.2,81,77,89,2,29.83
2019-10-10 00:30:00,79.8,30.5,404.9,99.9,81,77,89,2,29.83
2019-10-10 01:00:00,78.5,30.1,391.2,96.0,81,77,89,2,29.8
2019-10-10 01:30:00,77.9,30.1,399.3,97.7,79,77,94,2,29.8
2019-10-10 02:00:00,77.0,29.9,389.5,94.3,79,75,89,3,29.8
2019-10-10 02:30:00,77.0,29.8,383.0,92.4,79,75,89,2,29.8
2019-10-10 03:00:00,78.0,29.9,396.0,95.5,79,75,89,2,29.8
2019-10-10 03:30:00,80.4,30.0,409.4,98.7,79,75,89,2,29.8
2019-10-10 04:00:00,79.4,30.0,416.2,101.7,79,75,89,0,29.8
2019-10-10 04:30:00,77.9,29.8,410.2,99.8,79,75,89,2,29.77
2019-10-10 05:00:00,77.3,29.6,399.7,97.0,79,75,89,1,29.8
2019-10-10 05:30:00,78.5,29.7,412.6,98.7,79,75,89,2,29.8
2019-10-10 06:00:00,76.7,29.6,397.4,95.1,79,75,89,2,29.8
2019-10-10 06:30:00,76.8,29.7,410.0,97.7,79,75,89,1,29.83
2019-10-10 07:00:00,82.5,30.5,480.6,107.7,81,77,89,2,29.83
2019-10-10 07:30:00,101.9,32.3,595.6,128.1,82,75,79,2,29.86
2019-10-10 08:00:00,101.3,32.0,568.5,121.6,86,75,70,2,29.86
2019-10-10 08:30:00,102.4,32.3,589.3,125.9,86,75,70,2,29.86
2019-10-10 09:00:00,105.3,33.0,619.6,137.6,86,75,70,5,29.86
2019-10-10 09:30:00,103.7,33.5,618.8,142.1,86,75,70,7,29.86
2019-10-10 10:00:00,104.9,33.6,620.9,143.6,88,75,66,7,29.89
2019-10-10 10:30:00,106.6,33.6,622.0,142.0,88,73,62,8,29.86
2019-10-10 11:00:00,110.7,33.8,630.6,141.6,88,75,66,8,29.86
2019-10-10 11:30:00,109.9,33.4,644.6,154.3,90,73,59,7,29.86
2019-10-10 12:00:00,110.7,31.2,710.5,200.0,90,73,59,6,29.83
2019-10-10 12:30:00,108.2,30.7,641.5,179.5,91,73,55,6,29.83
2019-10-10 13:00:00,108.3,31.0,655.5,183.6,91,75,59,3,29.83
2019-10-10 13:30:00,98.2,31.3,608.7,158.5,90,73,59,7,29.8
2019-10-10 14:00:00,104.5,32.8,725.6,188.9,88,73,62,13,29.8
2019-10-10 14:30:00,113.4,32.2,730.3,207.8,90,72,55,9,29.77
2019-10-10 15:00:00,107.2,31.0,676.7,190.9,88,72,58,9,29.77
2019-10-10 15:30:00,82.7,30.7,556.6,119.5,86,75,70,10,29.77
2019-10-10 16:00:00,107.6,30.2,683.1,180.4,88,75,66,9,29.77
2019-10-10 16:30:00,105.9,30.3,645.6,176.0,86,73,66,7,29.77
2019-10-10 17:00:00,89.6,31.1,594.9,139.8,86,75,70,2,29.77
2019-10-10 17:30:00,95.4,33.0,635.2,143.9,86,75,70,2,29.77
2019-10-10 18:00:00,108.1,33.1,633.6,143.3,84,75,74,2,29.77
2019-10-10 18:30:00,105.1,33.0,625.3,142.9,84,75,74,2,29.8
2019-10-10 19:00:00,98.0,32.4,578.6,130.2,84,75,74,2,29.8
2019-10-10 19:30:00,86.5,31.1,478.8,108.1,84,75,74,2,29.8
2019-10-10 20:00:00,84.7,30.6,463.2,104.9,82,75,79,3,29.83
2019-10-10 20:30:00,82.7,30.3,436.8,102.1,82,73,74,3,29.83
2019-10-10 21:00:00,85.9,30.3,449.6,99.8,81,73,79,2,29.83
2019-10-10 21:30:00,83.4,30.7,477.1,105.6,81,73,79,3,29.86
2019-10-10 22:00:00,82.2,30.0,432.9,101.0,81,73,79,2,29.86
2019-10-10 22:30:00,84.0,30.2,463.3,101.0,81,75,84,3,29.86
2019-10-10 23:00:00,81.0,29.6,433.9,98.1,81,75,84,3,29.86
2019-10-10 23:30:00,81.8,29.3,428.8,93.7,82,75,79,5,29.83
2019-10-11 00:00:00,78.9,29.4,430.5,93.4,82,77,84,3,29.8
2019-10-11 00:30:00,73.2,28.8,387.2,89.4,82,77,84,2,29.8
2019-10-11 01:00:00,73.5,28.7,385.6,88.3,81,77,89,2,29.8
2019-10-11 01:30:00,74.1,28.7,389.9,88.4,81,77,89,2,29.8
2019-10-11 02:00:00,73.3,28.9,393.8,91.4,81,77,89,2,29.77
2019-10-11 02:30:00,73.4,28.8,384.9,89.4,81,77,89,1,29.77
2019-10-11 03:00:00,74.7,28.7,382.7,87.4,81,77,89,2,29.77
2019-10-11 03:30:00,77.1,29.1,405.9,92.5,81,77,89,2,29.77
2019-10-11 04:00:00,76.0,29.2,410.4,94.8,81,77,89,2,29.77
2019-10-11 04:30:00,76.0,29.1,401.8,93.0,81,77,89,2,29.77
2019-10-11 05:00:00,75.0,29.2,406.8,94.6,81,77,89,2,29.77
2019-10-11 05:30:00,73.4,29.0,384.8,90.2,81,77,89,2,29.77
2019-10-11 06:00:00,74.6,29.0,390.6,89.2,81,77,89,1,29.77
2019-10-11 06:30:00,77.0,29.5,427.3,94.5,81,77,89,2,29.8
2019-10-11 07:00:00,82.6,30.3,489.3,104.4,82,77,84,2,29.8
2019-10-11 07:30:00,99.8,31.5,566.7,121.4,84,77,79,2,29.8
2019-10-11 08:00:00,99.6,31.8,564.1,120.4,86,75,70,3,29.83
2019-10-11 08:30:00,99.3,32.6,610.2,134.5,86,75,70,3,29.83
2019-10-11 09:00:00,101.0,33.2,616.6,140.1,86,75,70,3,29.83
2019-10-11 09:30:00,102.4,33.5,617.2,142.8,88,75,66,6,29.83
2019-10-11 10:00:00,104.3,33.7,619.4,143.9,90,75,62,7,29.83
2019-10-11 10:30:00,106.6,33.8,620.5,143.2,90,73,59,6,29.83
2019-10-11 11:00:00,108.0,33.8,624.5,143.0,88,75,66,8,29.8
2019-10-11 11:30:00,108.4,33.5,629.0,143.2,90,75,62,8,29.8
2019-10-11 12:00:00,107.0,33.2,611.4,137.5,90,77,66,9,29.8
2019-10-11 12:30:00,107.1,33.3,620.1,138.3,90,75,62,8,29.77
2019-10-11 13:00:00,109.4,33.7,633.7,142.8,90,73,59,9,29.77
2019-10-11 13:30:00,111.5,33.9,635.9,143.9,90,72,55,12,29.74
2019-10-11 14:00:00,109.8,33.1,613.7,149.9,91,73,55,12,29.74
2019-10-11 14:30:00,110.3,31.5,742.2,204.2,90,77,66,15,29.74
2019-10-11 15:00:00,92.5,31.3,581.0,143.9,84,73,70,13,29.74
2019-10-11 15:30:00,104.7,31.7,671.4,189.4,81,75,84,10,29.74
2019-10-11 16:00:00,107.6,31.7,689.5,198.3,82,73,74,2,29.71
2019-10-11 16:30:00,108.2,31.3,648.7,186.3,84,75,74,2,29.71
2019-10-11 17:00:00,105.7,31.6,694.9,202.3,86,73,66,5,29.74
2019-10-11 17:30:00,108.2,31.1,642.9,183.3,86,73,66,5,29.74
2019-10-11 18:00:00,107.8,30.9,628.2,176.8,86,72,62,6,29.74
2019-10-11 18:30:00,84.8,32.9,592.3,130.1,82,75,79,3,29.77
2019-10-11 19:00:00,98.9,33.6,608.8,136.8,82,75,79,3,29.77
2019-10-11 19:30:00,89.2,32.0,476.8,116.9,81,75,84,3,29.77
2019-10-11 20:00:00,90.0,31.8,479.0,118.2,81,75,84,2,29.77
2019-10-11 20:30:00,89.3,31.7,476.5,115.3,81,75,84,2,29.8
2019-10-11 21:00:00,89.4,31.6,460.7,112.3,81,77,89,2,29.8
2019-10-11 21:30:00,89.0,31.7,478.9,114.9,81,77,89,3,29.83
2019-10-11 22:00:00,90.2,31.7,468.2,113.9,81,77,89,2,29.83
2019-10-11 22:30:00,93.3,32.2,492.8,121.3,81,77,89,2,29.83
2019-10-11 23:00:00,91.7,32.3,492.1,123.1,81,77,89,2,29.83
2019-10-11 23:30:00,90.8,32.3,505.0,122.8,82,75,79,5,29.83
2019-10-12 00:00:00,85.7,32.3,479.5,126.0,82,77,84,3,29.8
2019-10-12 00:30:00,79.7,31.3,419.9,108.7,82,77,84,2,29.8
2019-10-12 01:00:00,81.3,31.2,420.8,107.8,81,77,89,2,29.8
2019-10-12 01:30:00,81.6,31.2,419.0,107.1,81,77,89,2,29.8
2019-10-12 02:00:00,81.3,31.4,432.4,111.5,81,77,89,2,29.77
2019-10-12 02:30:00,79.2,31.3,429.3,112.0,81,77,89,1,29.77
2019-10-12 03:00:00,80.7,31.2,426.3,109.9,81,77,89,2,29.77
2019-10-12 03:30:00,84.1,31.3,440.2,111.7,81,77,89,2,29.77
2019-10-12 04:00:00,81.4,31.1,425.1,108.1,81,77,89,2,29.77
2019-10-12 04:30:00,80.3,31.3,439.3,112.1,81,77,89,2,29.77
2019-10-12 05:00:00,78.0,30.9,408.9,104.3,81,77,89,2,29.77
2019-10-12 05:30:00,76.1,30.6,396.6,100.5,81,77,89,2,29.77
2019-10-12 06:00:00,76.3,30.6,399.2,99.8,81,77,89,1,29.77
2019-10-12 06:30:00,76.3,30.5,405.6,99.5,81,77,89,2,29.8
2019-10-12 07:00:00,77.2,30.4,400.9,98.3,82,77,84,2,29.8
2019-10-12 07:30:00,90.4,31.9,515.1,119.1,84,77,79,2,29.8
2019-10-12 08:00:00,89.9,32.1,498.7,124.3,86,75,70,3,29.83
2019-10-12 08:30:00,97.2,33.3,582.1,132.6,86,75,70,3,29.83
2019-10-12 09:00:00,97.7,33.6,575.2,132.8,86,75,70,3,29.83
2019-10-12 09:30:00,96.7,33.1,546.7,128.4,88,75,66,6,29.83
2019-10-12 10:00:00,97.4,32.7,532.0,128.2,90,75,62,7,29.83
2019-10-12 10:30:00,98.1,33.2,572.5,131.3,90,73,59,6,29.83
2019-10-12 11:00:00,100.9,33.7,593.5,136.3,88,75,66,8,29.8
2019-10-12 11:30:00,100.7,33.3,564.4,126.5,90,75,62,8,29.8
2019-10-12 12:00:00,101.6,33.7,569.2,129.0,90,77,66,9,29.8
2019-10-12 12:30:00,102.5,34.1,595.3,135.4,90,75,62,8,29.77
2019-10-12 13:00:00,102.3,34.0,597.6,135.6,90,73,59,9,29.77
2019-10-12 13:30:00,102.2,34.4,601.8,138.1,90,72,55,12,29.74
2019-10-12 14:00:00,102.6,33.9,599.8,136.4,91,73,55,12,29.74
2019-10-12 14:30:00,101.3,33.0,582.9,129.4,90,77,66,15,29.74
2019-10-12 15:00:00,99.9,32.8,566.7,125.7,84,73,70,13,29.74
2019-10-12 15:30:00,99.9,32.7,555.4,120.4,81,75,84,10,29.74
2019-10-12 16:00:00,99.3,32.5,563.8,122.4,82,73,74,2,29.71
2019-10-12 16:30:00,97.1,31.3,526.9,108.7,84,75,74,2,29.71
2019-10-12 17:00:00,94.6,30.9,505.6,105.0,86,73,66,5,29.74
2019-10-12 17:30:00,94.6,31.6,530.6,110.9,86,73,66,5,29.74
2019-10-12 18:00:00,94.5,32.0,525.1,114.7,86,72,62,6,29.74
2019-10-12 18:30:00,94.6,32.4,536.4,118.8,82,75,79,3,29.77
2019-10-12 19:00:00,93.6,32.3,526.3,119.0,82,75,79,3,29.77
2019-10-12 19:30:00,87.5,31.5,489.6,116.6,81,75,84,3,29.77
2019-10-12 20:00:00,85.7,31.3,480.5,114.1,81,75,84,2,29.77
2019-10-12 20:30:00,84.6,31.2,468.8,112.6,81,75,84,2,29.8
