,Date,Energy,forecast
176,2018-10-23,475.2145833333333,643.9407335399379
177,2018-10-24,510.2701388888889,477.43486407691046
178,2018-10-25,162.45625,542.3122059432721
179,2018-10-26,8.352083333333333,114.26672933311463
180,2018-10-27,263.47569444444446,10.167953467697316
181,2018-10-28,374.5291666666666,80.43386303625624
182,2018-10-29,349.3298611111111,414.5920897215161
183,2018-10-30,269.80694444444447,398.13088240231554
184,2018-10-31,310.77569444444447,215.8075902421532
185,2018-11-01,120.59305555555557,438.8293767365699
186,2018-11-02,2.1495016611295683,128.41091961675323
187,2018-11-14,7.916814159292035,-0.4241159360479543
188,2018-11-15,73.81223922114047,-14.910698959881698
189,2018-11-16,312.72569444444446,98.12299872569876
190,2018-11-17,302.85555555555555,259.4114028667338
191,2018-11-18,164.86527777777778,234.20735801762805
192,2018-11-19,9.420833333333333,296.78037630155825
193,2018-11-20,9.24375,-35.86200863977383
194,2018-11-21,9.31597222222222,4.5500183683678355
195,2018-11-22,9.749825783972126,-47.60914915678807
196,2018-11-23,9.7,13.471191702501946
197,2018-11-24,9.711805555555555,57.18579732811227
198,2018-11-25,9.484027777777778,-3.0468445667223065
199,2018-11-26,9.14861111111111,67.3059307875209
200,2018-11-27,9.06750173973556,34.25686346735631
201,2018-11-28,316.2020833333333,136.41373104988523
202,2018-11-29,9.774305555555555,154.7282446153137
203,2018-11-30,9.7,-153.96352366661745
204,2018-12-01,9.649305555555555,90.3699389146287
205,2018-12-02,9.43125,59.086899716040755
206,2018-12-03,9.379166666666666,-12.158301435987768
207,2018-12-04,9.263194444444444,-30.148972579808646
208,2018-12-05,9.100208768267224,36.66439044611103
209,2018-12-06,9.04513888888889,-93.58073227243435
210,2018-12-07,9.025,-38.67222210647413
211,2018-12-08,9.011111111111113,20.86950788546512
212,2018-12-09,9.138194444444444,43.05377113632834
213,2018-12-10,9.627777777777778,275.590479153203
214,2018-12-11,9.58611111111111,-180.75165689344763
215,2018-12-12,10.234027777777778,-40.819963357276436
216,2018-12-13,65.01738525730181,-60.61537479019003
217,2018-12-14,9.40625,84.52650689165822
218,2018-12-15,9.393055555555556,1.400836207414013
219,2018-12-16,9.336805555555555,9.561134786348358
220,2018-12-17,9.332638888888887,9.200052281067954
221,2018-12-18,9.157638888888888,9.326987750442187
222,2018-12-19,8.971527777777778,9.006378233904703
223,2018-12-20,9.279166666666669,8.781028699626841
224,2018-12-21,9.655555555555557,9.368138732662594
225,2018-12-22,8.88888888888889,170.72944983453675
226,2018-12-23,9.45625,-174.96031689831304
227,2018-12-24,9.343055555555557,33.02341586995057
228,2018-12-25,9.200694444444444,35.36468496430825
229,2018-12-26,9.149305555555555,-21.205390409752177
230,2018-12-27,8.96111111111111,12.959061135724134
231,2018-12-28,8.17986111111111,8.851218925114765
232,2018-12-29,8.570833333333333,7.992168751847535
233,2018-12-30,9.09722222222222,8.527824755650522
234,2018-12-31,8.89861111111111,9.090404774710683
235,2019-01-01,8.8875,9.023544723774055
236,2019-01-02,9.390277777777778,9.111607692984123
237,2019-01-03,9.210416666666667,9.31844773067818
238,2019-01-04,9.03472222222222,9.448691067639244
239,2019-01-05,9.403472222222222,9.258594759550752
240,2019-01-06,9.741666666666667,38.027488496384436
241,2019-01-07,9.743055555555555,-23.48711141781052
242,2019-01-08,9.586805555555555,13.862848383845495
243,2019-01-09,9.541463414634146,9.176467305413642
244,2019-01-10,9.397079276773296,9.77714108897389
245,2019-01-11,9.26388888888889,9.508749588004775
246,2019-01-12,9.159027777777778,9.02951345480622
247,2019-01-13,9.470833333333331,9.327404620384502
248,2019-01-14,9.83611111111111,9.930025744615646
249,2019-01-15,8.79375,9.338728072279345
250,2019-01-16,9.21111111111111,8.926702849808956
251,2019-01-17,9.30486111111111,9.357083747515638
252,2019-01-18,9.876388888888888,9.388194562081754
253,2019-01-19,10.096527777777778,9.920313331268641
254,2019-01-20,9.157638888888888,9.95920575108102
255,2019-01-21,8.554166666666667,8.61621278673358
256,2019-01-22,9.585416666666667,8.665033705913569
257,2019-01-23,9.07891061452514,9.927083182634592
258,2019-01-24,9.01388888888889,8.820987858456174
